title,artist,top_genre,year,bpm,nrgy,dnce,db,live,val,dur,acous,spch,pop,duration_min,pca_1,pca_2,cluster
Trampoline (with ZAYN),SHAED,electropop,2019,127,46,62,-6,14,50,184,56,3,92,3.066666666666667,-1.693443178970814,1.7985189308504839,1
Happier,Marshmello,brostep,2019,100,79,69,-3,17,67,214,19,5,90,3.566666666666667,1.2125750213790383,1.2174626745092765,0
Truth Hurts,Lizzo,escape room,2019,158,62,72,-3,12,41,173,11,11,90,2.8833333333333333,0.8056239503617555,0.660763558983374,0
Good as Hell (feat. Ariana Grande) - Remix,Lizzo,escape room,2019,96,89,67,-3,74,48,159,30,6,90,2.65,1.6900174505825951,-0.4411655244901194,3
Higher Love,Kygo,edm,2019,104,68,69,-7,10,40,228,2,3,88,3.8,-0.5371440441790203,1.2315956597065125,2
Only Human,Jonas Brothers,boy band,2019,94,50,80,-6,6,87,183,11,7,87,3.05,0.3942058793901369,2.9483067744235867,0
Beautiful People (feat. Khalid),Ed Sheeran,pop,2019,93,65,64,-8,8,55,198,12,19,86,3.3,-0.6394467775367523,1.2604805973072954,2
Sucker,Jonas Brothers,boy band,2019,138,73,84,-5,11,95,181,4,6,86,3.0166666666666666,1.942369870280682,1.8826859142790704,0
Don't Call Me Up,Mabel,dance pop,2019,99,88,67,-3,8,23,178,30,15,86,2.966666666666667,0.621868901803274,0.8301273050784154,0
I Don't Care (with Justin Bieber),Ed Sheeran,pop,2019,102,68,80,-5,9,84,220,9,4,85,3.6666666666666665,1.0052943873592701,2.0555184258643706,0
Talk (feat. Disclosure),Khalid,alternative r&b,2019,136,40,90,-9,6,35,198,5,13,84,3.3,-1.3288652492931934,1.884457245772123,2
Giant (with Rag'n'Bone Man),Calvin Harris,dance pop,2019,122,89,81,-4,8,61,229,2,4,84,3.816666666666667,1.6537510831251878,1.0344908983926542,0
Takeaway,The Chainsmokers,electropop,2019,100,51,53,-8,10,35,210,13,3,83,3.5,-1.9402803441317014,1.1344648407594835,2
All Around The World (La La La),R3HAB,big room,2019,125,86,73,-5,11,52,148,48,3,82,2.466666666666667,0.5205678822694924,1.7351540913685406,0
Girls Like You (feat. Cardi B),Maroon 5,pop,2019,125,54,85,-7,13,45,236,57,5,81,3.933333333333333,-1.6203218661211438,1.6884581178345315,1
Call You Mine,The Chainsmokers,electropop,2019,104,70,59,-6,34,52,218,20,3,81,3.633333333333333,-0.32340943119446447,0.19739771789455904,2
No Guidance (feat. Drake),Chris Brown,dance pop,2019,93,45,70,-7,16,14,261,12,15,81,4.35,-2.0515601137097943,0.44500184578971247,2
Antisocial (with Travis Scott),Ed Sheeran,pop,2019,152,82,72,-5,36,91,162,13,5,78,2.7,2.033512526072946,0.335402890703699,0
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,electronic trap,2019,96,80,84,-4,6,62,213,16,23,77,3.55,1.3551680717673042,1.136037643807578,0
Con Calma - Remix,Daddy Yankee,latin,2019,94,87,74,-3,4,61,181,17,5,76,3.0166666666666666,1.6015381670282245,1.7108297575088764,0
Find U Again (feat. Camila Cabello),Mark Ronson,dance pop,2019,104,66,61,-7,20,16,176,1,3,75,2.933333333333333,-0.8239833186650433,0.6003206984155373,2
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,pop,2019,95,79,75,-6,7,61,206,21,12,75,3.433333333333333,0.4112285312600391,1.3860949294726306,0
"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)",DJ Khaled,dance pop,2019,136,76,53,-5,9,65,260,7,34,70,4.333333333333333,0.40638612358546516,-1.655790068195531,3
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,dance pop,2019,114,79,60,-6,42,24,217,1,7,69,3.6166666666666663,-0.0358460621559875,-1.188145684201358,2
Kills You Slowly,The Chainsmokers,electropop,2019,150,44,70,-9,13,23,213,6,6,67,3.55,-1.9861024766614739,0.2704904141437168,2
